#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
124290	IPR004161	Translation elongation factor EFTu/EF1A, domain 2	HMMPfam	PF03144	Elongation factor Tu domain 2	1	376,	442,	1.2E-12
124290	IPR005517	Translation elongation factor EFG/EF2, domain IV	HMMPfam	PF03764	Elongation factor G, domain IV	1	530,	659,	9.0E-28
124290	IPR009022	Elongation factor G, III-V domain	HMMPfam	PF14492	Elongation Factor G, domain II	1	455,	529,	2.4E-32
124290	IPR000795	Elongation factor, GTP-binding domain	PRINTS	PR00315	GTP-binding elongation factor signature	5	60,109,133,149,185,	73,117,143,160,194,	3.8E-16,3.8E-16,3.8E-16,3.8E-16,3.8E-16
124290	IPR000640	Translation elongation factor EFG, V domain	SMART	SM00838	Elongation factor G C-terminus	1	662,	749,	3.6E-19
124290	IPR005517	Translation elongation factor EFG/EF2, domain IV	SMART	SM00889	Elongation factor G, domain IV	1	531,	660,	2.4E-44
124290	IPR009000	Translation protein, beta-barrel domain	SUPERFAMILY	SSF50447	\N	1	319,	450,	1.19E-25
124290	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	1	55,	335,	3.8E-93
124290	IPR020568	Ribosomal protein S5 domain 2-type fold	SUPERFAMILY	SSF54211	\N	1	533,	661,	9.36E-30
124290	IPR009022	Elongation factor G, III-V domain	SUPERFAMILY	SSF54980	\N	2	453,662,	531,751,	5.76E-23,1.63E-18
124290	IPR005225	Small GTP-binding protein domain	TIGRFAM	TIGR00231	small_GTP: small GTP-binding protein domain	1	59,	234,	4.9E-25
124290	IPR004540	Translation elongation factor EFG/EF2	TIGRFAM	TIGR00484	EF-G: translation elongation factor G	1	53,	753,	8.7E-253
124292	IPR000253	Forkhead-associated (FHA) domain	HMMPfam	PF00498	FHA domain	1	212,	292,	1.8E-13
124292	IPR000253	Forkhead-associated (FHA) domain	ProSiteProfiles	PS50006	Forkhead-associated (FHA) domain profile.	1	212,	275,	11.712
124292	IPR000253	Forkhead-associated (FHA) domain	SMART	SM00240	Forkhead associated domain	1	211,	275,	2.0E-12
124292	IPR008984	SMAD/FHA domain	SUPERFAMILY	SSF49879	\N	1	182,	301,	1.15E-20
124297	IPR001248	Permease, cytosine/purines, uracil, thiamine, allantoin	HMMPfam	PF02133	Permease for cytosine/purines, uracil, thiamine, allantoin	1	94,	502,	6.2E-14
124297	IPR026030	Purine-cytosine permease	PIRSF	PIRSF002744	\N	1	41,	552,	471.0
124301	IPR002735	Translation initiation factor IF2/IF5	HMMPfam	PF01873	Domain found in IF2B/IF5	1	4,	129,	1.4E-40
124301	IPR003307	W2 domain	HMMPfam	PF02020	eIF4-gamma/eIF5/eIF2-epsilon	1	300,	384,	6.0E-28
124301	IPR003307	W2 domain	ProSiteProfiles	PS51363	W2 domain profile.	1	229,	383,	28.413
124301	IPR003307	W2 domain	SMART	SM00515	Domain at the C-termini of GCD6, eIF-2B epsilon, eIF-4 gamma and eIF-5	1	289,	379,	2.1E-30
124301	IPR002735	Translation initiation factor IF2/IF5	SMART	SM00653	domain present in translation initiation factor eIF2B and eIF5	1	14,	128,	3.0E-54
124301	IPR016189	Translation initiation factor IF2/IF5, N-terminal	SUPERFAMILY	SSF100966	\N	1	3,	100,	6.8E-25
124301	IPR016024	Armadillo-type fold	SUPERFAMILY	SSF48371	\N	1	232,	377,	5.18E-31
124301	IPR016190	Translation initiation factor IF2/IF5, zinc-binding	SUPERFAMILY	SSF75689	\N	1	97,	132,	6.15E-8
124304	\N	\N	SUPERFAMILY	SSF52058	\N	2	36,185,	134,335,	2.27E-10,8.11E-13
124317	IPR027450	Alpha-ketoglutarate-dependent dioxygenase AlkB-like	HMMPfam	PF13532	2OG-Fe(II) oxygenase superfamily	1	107,	312,	3.1E-31
124317	IPR005123	Oxoglutarate/iron-dependent dioxygenase	ProSiteProfiles	PS51471	Fe(2+) 2-oxoglutarate dioxygenase domain profile.	1	207,	315,	9.996
124317	\N	\N	SUPERFAMILY	SSF51197	\N	1	91,	315,	7.55E-44
124319	IPR019419	Altered inheritance of mitochondria protein 19	HMMPfam	PF10315	Protein of unknown function (DUF2416)	1	15,	117,	6.7E-35
124321	IPR001452	SH3 domain	HMMPfam	PF00018	SH3 domain	1	18,	67,	2.5E-10
124321	IPR001849	Pleckstrin homology domain	HMMPfam	PF00169	PH domain	1	561,	675,	3.7E-12
124321	IPR011510	Sterile alpha motif, type 2	HMMPfam	PF07647	SAM domain (Sterile alpha motif)	1	156,	219,	3.3E-9
124321	IPR001452	SH3 domain	ProSiteProfiles	PS50002	Src homology 3 (SH3) domain profile.	1	12,	76,	13.761
124321	IPR001849	Pleckstrin homology domain	ProSiteProfiles	PS50003	PH domain profile.	1	557,	677,	14.709
124321	IPR001660	Sterile alpha motif domain	ProSiteProfiles	PS50105	SAM domain profile.	1	157,	221,	14.665
124321	IPR001849	Pleckstrin homology domain	SMART	SM00233	Pleckstrin homology domain.	1	558,	679,	1.4E-14
124321	IPR001452	SH3 domain	SMART	SM00326	Src homology 3 domains	1	15,	75,	1.9E-10
124321	IPR001660	Sterile alpha motif domain	SMART	SM00454	Sterile alpha motif.	1	154,	221,	1.7E-8
124321	IPR013761	Sterile alpha motif/pointed domain	SUPERFAMILY	SSF47769	\N	1	153,	225,	3.93E-14
124321	IPR001452	SH3 domain	SUPERFAMILY	SSF50044	\N	1	7,	103,	2.8E-14
124321	\N	\N	SUPERFAMILY	SSF50729	\N	1	559,	677,	8.13E-22
124325	IPR001683	Phox homologous domain	HMMPfam	PF00787	PX domain	1	123,	231,	1.7E-22
124325	IPR001683	Phox homologous domain	ProSiteProfiles	PS50195	PX domain profile.	1	98,	236,	14.687
124325	IPR001683	Phox homologous domain	SMART	SM00312	PhoX homologous domain, present in p47phox and p40phox.	1	117,	232,	3.2E-25
124325	IPR001683	Phox homologous domain	SUPERFAMILY	SSF64268	\N	1	117,	233,	2.75E-27
124333	IPR004827	Basic-leucine zipper domain	HMMPfam	PF00170	bZIP transcription factor	1	124,	179,	8.0E-11
124333	IPR004827	Basic-leucine zipper domain	ProSitePatterns	PS00036	Basic-leucine zipper (bZIP) domain signature.	1	130,	145,	-
124333	IPR004827	Basic-leucine zipper domain	SMART	SM00338	basic region leucin zipper	1	123,	187,	5.0E-5
124333	\N	\N	SUPERFAMILY	SSF57959	\N	1	128,	184,	8.84E-15
124334	IPR011431	Protein trafficking Pga2	HMMPfam	PF07543	Protein trafficking PGA2	1	5,	124,	2.4E-15
124334	IPR016809	Uncharacterised conserved protein UCP022909, membrane	PIRSF	PIRSF022909	\N	1	1,	126,	124.0
124335	IPR024661	DNA-directed RNA polymerase III, subunit Rpc31	HMMPfam	PF11705	DNA-directed RNA polymerase III subunit Rpc31	1	8,	232,	2.7E-56
124335	IPR024661	DNA-directed RNA polymerase III, subunit Rpc31	PIRSF	PIRSF000777	\N	1	1,	232,	260.0
124337	IPR021848	Protein of unknown function DUF3445	HMMPfam	PF11927	Protein of unknown function (DUF3445)	1	108,	365,	2.8E-70
124340	IPR000504	RNA recognition motif domain	HMMPfam	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	1	97,	166,	3.4E-15
124340	IPR000504	RNA recognition motif domain	ProSiteProfiles	PS50102	Eukaryotic RNA Recognition Motif (RRM) profile.	1	95,	173,	16.159
124340	IPR000504	RNA recognition motif domain	SMART	SM00360	RNA recognition motif	1	96,	169,	3.4E-19
124340	\N	\N	SUPERFAMILY	SSF54928	\N	1	78,	177,	1.09E-23
124342	IPR000608	Ubiquitin-conjugating enzyme E2	HMMPfam	PF00179	Ubiquitin-conjugating enzyme	1	64,	197,	1.9E-38
124342	IPR023313	Ubiquitin-conjugating enzyme, active site	ProSitePatterns	PS00183	Ubiquitin-conjugating enzymes active site.	1	131,	146,	-
124342	IPR000608	Ubiquitin-conjugating enzyme E2	ProSiteProfiles	PS50127	Ubiquitin-conjugating enzymes family profile.	1	63,	193,	29.777
124342	\N	\N	SMART	SM00212	Ubiquitin-conjugating enzyme E2, catalytic domain homologues	1	63,	204,	8.5E-43
124342	IPR016135	Ubiquitin-conjugating enzyme/RWD-like	SUPERFAMILY	SSF54495	\N	1	42,	203,	4.94E-50
124346	IPR000905	Gcp-like domain	HMMPfam	PF00814	Glycoprotease family	1	138,	418,	1.8E-63
124346	IPR017861	Kae1/YgjD family	PRINTS	PR00789	O-sialoglycoprotein endopeptidase (M22) metallo-protease family signature	4	101,174,259,374,	114,194,280,383,	2.2E-25,2.2E-25,2.2E-25,2.2E-25
124346	IPR017860	Peptidase M22, conserved site	ProSitePatterns	PS01016	Glycoprotease family signature.	1	194,	214,	-
124346	\N	\N	SUPERFAMILY	SSF53067	\N	1	98,	423,	5.51E-24
124346	IPR017861	Kae1/YgjD family	TIGRFAM	TIGR00329	gcp_kae1: metallohydrolase, glycoprotease/Kae1 family	1	101,	417,	8.1E-84
124349	IPR015590	Aldehyde dehydrogenase domain	HMMPfam	PF00171	Aldehyde dehydrogenase family	1	1,	320,	1.6E-131
124349	IPR029510	Aldehyde dehydrogenase, glutamic acid active site	ProSitePatterns	PS00687	Aldehyde dehydrogenases glutamic acid active site.	1	93,	100,	-
124349	IPR016161	Aldehyde/histidinol dehydrogenase	SUPERFAMILY	SSF53720	\N	1	1,	323,	1.44E-120
124351	IPR000182	GNAT domain	HMMPfam	PF00583	Acetyltransferase (GNAT) family	1	158,	256,	3.0E-5
124351	IPR016181	Acyl-CoA N-acyltransferase	SUPERFAMILY	SSF55729	\N	1	156,	268,	1.08E-8
124360	IPR014044	CAP domain	HMMPfam	PF00188	Cysteine-rich secretory protein family	1	189,	300,	2.0E-17
124360	IPR001283	Cysteine-rich  secretory protein, allergen V5/Tpx-1-related	PRINTS	PR00837	Allergen V5/Tpx-1 family signature	4	204,246,268,295,	222,259,284,308,	2.0E-14,2.0E-14,2.0E-14,2.0E-14
124360	IPR018244	Allergen V5/Tpx-1-related, conserved site	ProSitePatterns	PS01009	CRISP family signature 1.	1	269,	279,	-
124360	IPR014044	CAP domain	SMART	SM00198	SCP / Tpx-1 / Ag5 / PR-1 / Sc7 family of extracellular domains.	1	183,	308,	5.8E-42
124360	IPR014044	CAP domain	SUPERFAMILY	SSF55797	\N	1	182,	313,	3.14E-42
124369	IPR001806	Small GTPase superfamily	HMMPfam	PF00071	Ras family	1	10,	170,	8.7E-65
124369	IPR001806	Small GTPase superfamily	PRINTS	PR00449	Transforming protein P21 ras signature	5	9,32,50,112,147,	30,48,72,125,169,	2.3E-46,2.3E-46,2.3E-46,2.3E-46,2.3E-46
124369	\N	\N	ProSiteProfiles	PS51419	small GTPase Rab1 family profile.	1	4,	202,	37.329
124369	IPR020849	Small GTPase superfamily, Ras type	SMART	SM00173	Ras subfamily of RAS small GTPases	1	6,	172,	3.4E-32
124369	IPR003578	Small GTPase superfamily, Rho type	SMART	SM00174	Rho (Ras homology) subfamily of Ras-like small GTPases	1	11,	172,	1.7E-14
124369	IPR003579	Small GTPase superfamily, Rab type	SMART	SM00175	Rab subfamily of small GTPases	1	9,	172,	4.1E-104
124369	IPR002041	Ran GTPase	SMART	SM00176	Ran (Ras-related nuclear proteins) /TC4 subfamily of small GTPases	1	14,	201,	2.4E-8
124369	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	1	4,	175,	2.08E-65
124369	IPR005225	Small GTP-binding protein domain	TIGRFAM	TIGR00231	small_GTP: small GTP-binding protein domain	1	7,	164,	3.3E-33
124375	IPR002642	Lysophospholipase, catalytic domain	HMMPfam	PF01735	Lysophospholipase catalytic domain	1	88,	569,	7.7E-140
124375	IPR002642	Lysophospholipase, catalytic domain	ProSiteProfiles	PS51210	PLA2c domain profile.	1	25,	569,	96.281
124375	IPR002642	Lysophospholipase, catalytic domain	SMART	SM00022	Cytoplasmic phospholipase A2, catalytic subunit	1	6,	567,	3.4E-129
124375	IPR016035	Acyl transferase/acyl hydrolase/lysophospholipase	SUPERFAMILY	SSF52151	\N	1	33,	547,	1.75E-122
124378	IPR018108	Mitochondrial substrate/solute carrier	HMMPfam	PF00153	Mitochondrial carrier protein	3	4,111,214,	101,205,302,	3.5E-25,2.5E-21,2.5E-17
124378	IPR002067	Mitochondrial carrier protein	PRINTS	PR00926	Mitochondrial carrier protein signature	6	10,23,73,124,178,222,	23,37,93,142,196,244,	4.0E-68,4.0E-68,4.0E-68,4.0E-68,4.0E-68,4.0E-68
124378	IPR002113	Adenine nucleotide translocator 1	PRINTS	PR00927	Adenine nucleotide translocator signature	5	7,51,84,109,218,	19,72,96,122,234,	3.4E-39,3.4E-39,3.4E-39,3.4E-39,3.4E-39
124378	IPR018108	Mitochondrial substrate/solute carrier	ProSiteProfiles	PS50920	Solute carrier (Solcar) repeat profile.	3	5,109,213,	98,205,299,	26.439,22.556,19.96
124378	IPR023395	Mitochondrial carrier domain	SUPERFAMILY	SSF103506	\N	1	3,	296,	1.06E-76
124383	IPR004000	Actin family	HMMPfam	PF00022	Actin	1	3,	374,	2.8E-158
124383	IPR004000	Actin family	PRINTS	PR00190	Actin signature	6	26,49,61,115,140,236,	35,60,83,128,159,252,	1.4E-55,1.4E-55,1.4E-55,1.4E-55,1.4E-55,1.4E-55
124383	IPR004001	Actin, conserved site	ProSitePatterns	PS00406	Actins signature 1.	1	53,	63,	-
124383	IPR004001	Actin, conserved site	ProSitePatterns	PS00432	Actins signature 2.	1	356,	364,	-
124383	IPR020902	Actin/actin-like conserved site	ProSitePatterns	PS01132	Actins and actin-related proteins signature.	1	104,	116,	-
124383	IPR004000	Actin family	SMART	SM00268	Actin	1	5,	375,	3.5E-234
124383	\N	\N	SUPERFAMILY	SSF53067	\N	2	4,147,	153,374,	2.68E-65,4.18E-96
124385	IPR021717	Nucleoporin Nup120/160	HMMPfam	PF11715	Nucleoporin Nup120/160	1	34,	485,	3.3E-89
124385	IPR017986	WD40-repeat-containing domain	SUPERFAMILY	SSF50978	\N	1	232,	339,	5.65E-5
124386	IPR001347	Sugar isomerase (SIS)	HMMPfam	PF01380	SIS domain	1	67,	191,	2.8E-14
124386	IPR001347	Sugar isomerase (SIS)	ProSiteProfiles	PS51464	SIS domain profile.	1	59,	202,	17.067
124386	\N	\N	SUPERFAMILY	SSF53697	\N	1	49,	221,	2.89E-30
124388	IPR018502	Annexin repeat	HMMPfam	PF00191	Annexin	4	145,217,298,375,	209,271,361,440,	1.7E-17,1.5E-10,1.6E-17,1.7E-11
124388	IPR001464	Annexin	PRINTS	PR00196	Annexin family signature	6	154,194,221,302,382,428,	176,210,242,328,402,441,	4.1E-21,4.1E-21,4.1E-21,4.1E-21,4.1E-21,4.1E-21
124388	IPR009117	Annexin, type fungal XIV	PRINTS	PR01813	Fungal annexin type XIV signature	4	138,268,355,397,	147,280,369,406,	3.0E-6,3.0E-6,3.0E-6,3.0E-6
124388	IPR018252	Annexin repeat, conserved site	ProSitePatterns	PS00223	Annexins repeated domain signature.	2	229,311,	281,363,	-,-
124388	IPR018502	Annexin repeat	SMART	SM00335	Annexin repeats	4	157,229,311,386,	209,281,363,440,	1.2E-10,2.0E-6,2.4E-10,6.9E-8
124388	\N	\N	SUPERFAMILY	SSF47874	\N	1	105,	441,	5.5E-97
124395	IPR000073	Alpha/beta hydrolase fold-1	HMMPfam	PF12697	Alpha/beta hydrolase family	1	70,	309,	4.7E-34
124395	IPR029058	Alpha/Beta hydrolase fold	SUPERFAMILY	SSF53474	\N	1	58,	319,	1.46E-44
124398	IPR019349	Ribosomal protein S24/S35, mitochondrial, conserved domain	HMMPfam	PF10213	Mitochondrial ribosomal subunit protein	1	252,	376,	7.5E-38
124398	IPR017081	Ribosomal protein S24, mitochondrial	PIRSF	PIRSF036995	\N	1	76,	392,	308.0
124399	IPR023798	Ribosomal protein S7 domain	HMMPfam	PF00177	Ribosomal protein S7p/S5e	1	188,	324,	3.2E-29
124399	IPR023798	Ribosomal protein S7 domain	SUPERFAMILY	SSF47973	\N	1	190,	327,	6.93E-32
124400	IPR010326	Exocyst complex component Sec6	HMMPfam	PF06046	Exocyst complex component Sec6	1	201,	821,	6.3E-179
124403	IPR000462	CDP-alcohol phosphatidyltransferase	HMMPfam	PF01066	CDP-alcohol phosphatidyltransferase	1	41,	142,	3.2E-12
124403	IPR016271	CDP-diacylglycerol--serine O-phosphatidyltransferase, fungal	PIRSF	PIRSF000852	\N	1	1,	236,	239.0
124403	IPR000462	CDP-alcohol phosphatidyltransferase	ProSitePatterns	PS00379	CDP-alcohol phosphatidyltransferases signature.	1	91,	113,	-
124403	IPR004533	CDP-diacylglycerol--serine O-phosphatidyltransferase	TIGRFAM	TIGR00473	pssA: CDP-diacylglycerol-serine O-phosphatidyltransferase	1	48,	183,	2.1E-39
124406	IPR001849	Pleckstrin homology domain	HMMPfam	PF00169	PH domain	1	390,	491,	1.9E-13
124406	IPR001849	Pleckstrin homology domain	ProSiteProfiles	PS50003	PH domain profile.	1	387,	491,	11.622
124406	IPR001849	Pleckstrin homology domain	SMART	SM00233	Pleckstrin homology domain.	1	388,	493,	2.8E-12
124406	\N	\N	SUPERFAMILY	SSF50729	\N	1	389,	490,	1.6E-16
124409	\N	\N	HMMPfam	PF13540	Regulator of chromosome condensation (RCC1) repeat	1	409,	438,	1.6E-7
124409	IPR000408	Regulator of chromosome condensation, RCC1	ProSiteProfiles	PS50012	Regulator of chromosome condensation (RCC1) repeat profile.	2	426,509,	486,574,	9.419,8.816
124409	IPR009091	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II	SUPERFAMILY	SSF50985	\N	2	170,375,	347,611,	1.57E-47,1.57E-47
124411	IPR021715	Pre-mRNA splicing Prp18-interacting factor	HMMPfam	PF11708	Pre-mRNA splicing Prp18-interacting factor	1	161,	378,	5.0E-57
124412	IPR001901	Protein translocase complex, SecE/Sec61-gamma subunit	HMMPfam	PF00584	SecE/Sec61-gamma subunits of protein translocation complex	1	12,	62,	1.8E-13
124412	IPR001901	Protein translocase complex, SecE/Sec61-gamma subunit	ProSitePatterns	PS01067	Protein secE/sec61-gamma signature.	1	15,	43,	-
124412	IPR023391	Protein translocase SecE domain	SUPERFAMILY	SSF103456	\N	1	12,	66,	8.5E-15
124412	IPR008158	Protein translocase SEC61 complex,  gamma subunit	TIGRFAM	TIGR00327	secE_euk_arch: protein translocase SEC61 complex gamma subunit, archaeal and eukaryotic	1	10,	66,	4.3E-21
124418	IPR001017	Dehydrogenase, E1 component	HMMPfam	PF00676	Dehydrogenase E1 component	1	117,	415,	4.1E-96
124418	IPR029061	Thiamin diphosphate-binding fold	SUPERFAMILY	SSF52518	\N	1	84,	449,	9.82E-108
124420	IPR013256	Chromatin SPT2	HMMPfam	PF08243	SPT2 chromatin protein	1	243,	347,	5.8E-27
124420	IPR013256	Chromatin SPT2	SMART	SM00784	SPT2 chromatin protein	1	235,	349,	2.5E-48
124422	IPR001509	NAD-dependent epimerase/dehydratase, N-terminal domain	HMMPfam	PF01370	NAD dependent epimerase/dehydratase family	1	5,	251,	2.1E-20
124422	\N	\N	SUPERFAMILY	SSF51735	\N	1	2,	329,	3.12E-54
124425	IPR000719	Protein kinase domain	HMMPfam	PF00069	Protein kinase domain	1	75,	506,	3.6E-59
124425	IPR017441	Protein kinase, ATP binding site	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	1	81,	104,	-
124425	IPR008271	Serine/threonine-protein kinase, active site	ProSitePatterns	PS00108	Serine/Threonine protein kinases active-site signature.	1	211,	223,	-
124425	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	1	75,	507,	45.601
124425	IPR002290	Serine/threonine/dual specificity protein kinase, catalytic  domain	SMART	SM00220	Serine/Threonine protein kinases, catalytic domain	1	75,	507,	2.9E-90
124425	IPR011009	Protein kinase-like domain	SUPERFAMILY	SSF56112	\N	2	54,480,	319,508,	1.8E-73,1.8E-73
124427	IPR001509	NAD-dependent epimerase/dehydratase, N-terminal domain	HMMPfam	PF01370	NAD dependent epimerase/dehydratase family	1	3,	260,	4.5E-21
124427	\N	\N	SUPERFAMILY	SSF51735	\N	1	1,	326,	1.65E-54
124428	IPR001251	CRAL-TRIO domain	HMMPfam	PF00650	CRAL/TRIO domain	1	142,	261,	7.5E-19
124428	IPR011074	CRAL/TRIO, N-terminal domain	HMMPfam	PF03765	CRAL/TRIO, N-terminal domain	1	16,	82,	1.1E-7
124428	IPR001251	CRAL-TRIO domain	ProSiteProfiles	PS50191	CRAL-TRIO lipid binding domain profile.	1	143,	266,	12.688
124428	IPR001251	CRAL-TRIO domain	SMART	SM00516	Domain in homologues of a S. cerevisiae phosphatidylinositol transfer protein (Sec14p)	1	101,	263,	5.3E-11
124428	IPR011074	CRAL/TRIO, N-terminal domain	SMART	SM01100	CRAL/TRIO, N-terminal domain	1	58,	83,	1.9E-4
124428	IPR011074	CRAL/TRIO, N-terminal domain	SUPERFAMILY	SSF46938	\N	1	5,	92,	6.93E-12
124428	IPR001251	CRAL-TRIO domain	SUPERFAMILY	SSF52087	\N	1	124,	282,	3.01E-29
124429	IPR015408	Zinc finger, Mcm10/DnaG-type	HMMPfam	PF09329	Primase zinc finger	1	520,	564,	7.1E-12
124430	IPR001206	Diacylglycerol kinase, catalytic domain	HMMPfam	PF00781	Diacylglycerol kinase catalytic domain	1	44,	141,	8.0E-10
124430	IPR001206	Diacylglycerol kinase, catalytic domain	ProSiteProfiles	PS50146	DAG-kinase catalytic (DAGKc) domain profile.	1	33,	166,	17.133
124430	IPR016064	ATP-NAD kinase-like domain	SUPERFAMILY	SSF111331	\N	1	37,	308,	1.24E-34
124431	IPR018819	Protein of unknown function DUF2418	HMMPfam	PF10332	Protein of unknown function (DUF2418)	1	204,	298,	5.8E-29
124432	IPR007846	RNA-recognition motif (RRM) Nup35-type domain	HMMPfam	PF05172	Nup53/35/40-type RNA recognition motif	1	304,	399,	2.1E-18
124432	IPR007846	RNA-recognition motif (RRM) Nup35-type domain	ProSiteProfiles	PS51472	RNA-recognition motif (RRM) Nup35-type domain profile.	1	301,	405,	23.78
124432	\N	\N	SUPERFAMILY	SSF54928	\N	1	303,	403,	9.09E-12
124433	IPR000717	Proteasome component (PCI) domain	HMMPfam	PF01399	PCI domain	1	306,	405,	9.7E-17
124433	IPR000717	Proteasome component (PCI) domain	SMART	SM00088	motif in proteasome subunits, Int-6, Nip-1 and TRIP-15	1	339,	422,	1.8E-20
124433	IPR013143	PCI/PINT associated module	SMART	SM00753	PCI/PINT associated module	1	162,	337,	1.1E-51
124433	\N	\N	SUPERFAMILY	SSF46785	\N	1	334,	415,	3.94E-18
124433	\N	\N	SUPERFAMILY	SSF48452	\N	1	130,	339,	6.07E-6
124437	IPR001563	Peptidase S10, serine carboxypeptidase	HMMPfam	PF00450	Serine carboxypeptidase	1	50,	455,	4.3E-117
124437	IPR001563	Peptidase S10, serine carboxypeptidase	PRINTS	PR00724	Carboxypeptidase C serine protease (S10) family signature	4	117,130,164,425,	129,140,189,438,	6.4E-19,6.4E-19,6.4E-19,6.4E-19
124437	IPR018202	Peptidase S10, serine carboxypeptidase, active site	ProSitePatterns	PS00131	Serine carboxypeptidases, serine active site.	1	178,	185,	-
124437	IPR018202	Peptidase S10, serine carboxypeptidase, active site	ProSitePatterns	PS00560	Serine carboxypeptidases, histidine active site.	1	425,	442,	-
124437	IPR029058	Alpha/Beta hydrolase fold	SUPERFAMILY	SSF53474	\N	1	50,	456,	1.05E-130
124439	IPR009401	Mediator complex, subunit Med13	HMMPfam	PF06333	Mediator complex subunit 13 C-terminal	1	937,	1312,	9.1E-90
124441	IPR003959	ATPase, AAA-type, core	HMMPfam	PF00004	ATPase family associated with various cellular activities (AAA)	1	198,	330,	3.2E-40
124441	IPR003960	ATPase, AAA-type, conserved site	ProSitePatterns	PS00674	AAA-protein family signature.	1	300,	318,	-
124441	IPR003593	AAA+ ATPase domain	SMART	SM00382	ATPases associated with a variety of cellular activities	1	193,	332,	2.3E-21
124441	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	1	151,	399,	1.03E-63
124441	IPR005937	26S proteasome subunit P45	TIGRFAM	TIGR01242	26Sp45: 26S proteasome subunit P45 family	1	23,	401,	2.3E-125
124442	IPR007330	MIT	SUPERFAMILY	SSF116846	\N	1	7,	73,	1.84E-5
124443	IPR013957	Domain of unknown function DUF1777	HMMPfam	PF08648	Protein of unknown function (DUF1777)	1	22,	220,	2.4E-18
