#proteinId	gotermId	goName	gotermType	goAcc
548	2623	serine carboxypeptidase activity	molecular_function	GO:0004185
127813	19254	dimethyladenosine transferase activity	molecular_function	GO:0043790
127813	19255	dimethylamine methyltransferase activity	molecular_function	GO:0043791
127813	19267	hydroxyneurosporene-O-methyltransferase activity	molecular_function	GO:0043803
127813	19291	tRNA (adenine-57, 58-N(1)-) methyltransferase activity	molecular_function	GO:0043827
127813	19297	methylamine-specific methylcobalamin:coenzyme M methyltransferase activity	molecular_function	GO:0043833
127813	19298	trimethylamine methyltransferase activity	molecular_function	GO:0043834
127813	19315	methanol-specific methylcobalamin:coenzyme M methyltransferase activity	molecular_function	GO:0043851
127813	19316	monomethylamine methyltransferase activity	molecular_function	GO:0043852
127814	2216	RNA binding	molecular_function	GO:0003723
127825	3724	calcium ion binding	molecular_function	GO:0005509
127825	3727	protein binding	molecular_function	GO:0005515
127825	9320	membrane	cellular_component	GO:0016020
127830	2290	catalytic activity	molecular_function	GO:0003824
127830	19375	cellular metabolic process	biological_process	GO:0044237
127830	23921	coenzyme binding	molecular_function	GO:0050662
127830	22444	UDP-glucuronate decarboxylase activity	molecular_function	GO:0048040
127832	3530	structural molecule activity	molecular_function	GO:0005198
127838	3530	structural molecule activity	molecular_function	GO:0005198
127840	4639	proteolysis	biological_process	GO:0006508
127840	5907	metalloexopeptidase activity	molecular_function	GO:0008235
127840	2669	methionyl aminopeptidase activity	molecular_function	GO:0004239
127842	2176	DNA binding	molecular_function	GO:0003677
127842	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
127842	3838	nucleus	cellular_component	GO:0005634
127842	4421	DNA replication	biological_process	GO:0006260
127843	2175	nucleic acid binding	molecular_function	GO:0003676
127843	2910	endonuclease activity	molecular_function	GO:0004519
127844	3708	binding	molecular_function	GO:0005488
127846	2175	nucleic acid binding	molecular_function	GO:0003676
127846	3827	intracellular	cellular_component	GO:0005622
127846	5939	zinc ion binding	molecular_function	GO:0008270
127846	2176	DNA binding	molecular_function	GO:0003677
127846	3838	nucleus	cellular_component	GO:0005634
127846	4499	transcription	biological_process	GO:0006350
127850	2196	transcription factor activity	molecular_function	GO:0003700
127850	3838	nucleus	cellular_component	GO:0005634
127850	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
127850	5939	zinc ion binding	molecular_function	GO:0008270
127850	2176	DNA binding	molecular_function	GO:0003677
127850	4499	transcription	biological_process	GO:0006350
127852	4283	electron transport	biological_process	GO:0006118
127852	9710	oxidoreductase activity	molecular_function	GO:0016491
127852	2566	cytochrome-b5 reductase activity	molecular_function	GO:0004128
127853	2176	DNA binding	molecular_function	GO:0003677
127853	3736	ATP binding	molecular_function	GO:0005524
127853	2175	nucleic acid binding	molecular_function	GO:0003676
127853	2792	helicase activity	molecular_function	GO:0004386
127853	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
127855	2407	NADH dehydrogenase activity	molecular_function	GO:0003954
127855	3931	mitochondrion	cellular_component	GO:0005739
127855	4283	electron transport	biological_process	GO:0006118
127855	5816	NADH dehydrogenase (ubiquinone) activity	molecular_function	GO:0008137
127860	2175	nucleic acid binding	molecular_function	GO:0003676
127867	3736	ATP binding	molecular_function	GO:0005524
127867	4927	transport	biological_process	GO:0006810
127867	8976	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	GO:0015662
127867	9320	membrane	cellular_component	GO:0016020
127867	4929	cation transport	biological_process	GO:0006812
127867	3670	calcium-transporting ATPase activity	molecular_function	GO:0005388
127867	3724	calcium ion binding	molecular_function	GO:0005509
127867	4933	calcium ion transport	biological_process	GO:0006816
127867	8451	calcium ion transmembrane transporter activity	molecular_function	GO:0015085
127867	10015	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	molecular_function	GO:0016820
127892	2290	catalytic activity	molecular_function	GO:0003824
127892	5830	metabolic process	biological_process	GO:0008152
127894	3727	protein binding	molecular_function	GO:0005515
127895	3737	GTP binding	molecular_function	GO:0005525
127903	3546	transporter activity	molecular_function	GO:0005215
127903	3827	intracellular	cellular_component	GO:0005622
127903	4927	transport	biological_process	GO:0006810
127906	2196	transcription factor activity	molecular_function	GO:0003700
127906	3838	nucleus	cellular_component	GO:0005634
127906	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
127906	19030	sequence-specific DNA binding	molecular_function	GO:0043565
127906	21401	protein dimerization activity	molecular_function	GO:0046983
127911	3721	iron ion binding	molecular_function	GO:0005506
127911	4283	electron transport	biological_process	GO:0006118
127911	6664	electron carrier activity	molecular_function	GO:0009055
127911	7744	FMN binding	molecular_function	GO:0010181
127911	9710	oxidoreductase activity	molecular_function	GO:0016491
127911	2411	NADPH-hemoprotein reductase activity	molecular_function	GO:0003958
127920	9710	oxidoreductase activity	molecular_function	GO:0016491
127920	21956	2-hydroxyglutarate dehydrogenase activity	molecular_function	GO:0047545
127920	25233	(R)-2-hydroxyglutarate dehydrogenase activity	molecular_function	GO:0051990
127922	2976	peroxidase activity	molecular_function	GO:0004601
127922	4283	electron transport	biological_process	GO:0006118
127922	5077	response to oxidative stress	biological_process	GO:0006979
127922	12251	heme binding	molecular_function	GO:0020037
127922	6043	thioredoxin peroxidase activity	molecular_function	GO:0008379
127922	9895	secretory plant peroxidase activity	molecular_function	GO:0016693
127922	12056	bromide peroxidase activity	molecular_function	GO:0019806
127923	3736	ATP binding	molecular_function	GO:0005524
127923	10082	ATPase activity	molecular_function	GO:0016887
127923	162	nucleotide binding	molecular_function	GO:0000166
127923	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
127923	4927	transport	biological_process	GO:0006810
127923	9321	integral to membrane	cellular_component	GO:0016021
127923	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
127923	6209	xenobiotic-transporting ATPase activity	molecular_function	GO:0008559
127924	3215	enzyme inhibitor activity	molecular_function	GO:0004857
127924	5758	ornithine decarboxylase inhibitor activity	molecular_function	GO:0008073
127925	24	alpha-1,6-mannosyltransferase activity	molecular_function	GO:0000009
127925	42	alpha-1,2-mannosyltransferase activity	molecular_function	GO:0000026
127925	45	mannosyltransferase activity	molecular_function	GO:0000030
127925	48	alpha-1,3-mannosyltransferase activity	molecular_function	GO:0000033
127925	1170	alpha-1,3-galactosyltransferase activity	molecular_function	GO:0001962
127925	2430	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function	GO:0003980
127925	2782	glycolipid mannosyltransferase activity	molecular_function	GO:0004376
127925	2953	oligosaccharyl transferase activity	molecular_function	GO:0004576
127925	2959	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity	molecular_function	GO:0004583
127925	6039	acetylglucosaminyltransferase activity	molecular_function	GO:0008375
127925	6040	acetylgalactosaminyltransferase activity	molecular_function	GO:0008376
127925	6042	galactosyltransferase activity	molecular_function	GO:0008378
127925	6077	fucosyltransferase activity	molecular_function	GO:0008417
127925	6376	O antigen polymerase activity	molecular_function	GO:0008755
127925	6535	lipopolysaccharide-1,6-galactosyltransferase activity	molecular_function	GO:0008921
127925	9532	UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity	molecular_function	GO:0016253
127925	9958	cellulose synthase activity	molecular_function	GO:0016759
127925	11017	9-phenanthrol UDP-glucuronosyltransferase activity	molecular_function	GO:0018715
127925	11018	1-phenanthrol glycosyltransferase activity	molecular_function	GO:0018716
127925	11019	9-phenanthrol glycosyltransferase activity	molecular_function	GO:0018717
127925	11020	1,2-dihydroxy-phenanthrene glycosyltransferase activity	molecular_function	GO:0018718
127925	11396	phenanthrol glycosyltransferase activity	molecular_function	GO:0019112
127925	11466	beta-1,4-mannosyltransferase activity	molecular_function	GO:0019187
127925	14119	alpha-1,2-galactosyltransferase activity	molecular_function	GO:0031278
127925	16390	dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0033556
127925	17801	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042281
127925	17803	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042283
127925	19616	inositol phosphoceramide synthase activity	molecular_function	GO:0045140
127925	20962	glucosyltransferase activity	molecular_function	GO:0046527
127925	21342	alpha(1,3)-fucosyltransferase activity	molecular_function	GO:0046920
127925	21343	alpha(1,6)-fucosyltransferase activity	molecular_function	GO:0046921
127926	5830	metabolic process	biological_process	GO:0008152
127926	9710	oxidoreductase activity	molecular_function	GO:0016491
127926	9837	protochlorophyllide reductase activity	molecular_function	GO:0016630
127929	2175	nucleic acid binding	molecular_function	GO:0003676
127929	5939	zinc ion binding	molecular_function	GO:0008270
127930	3043	protein kinase activity	molecular_function	GO:0004672
127930	3736	ATP binding	molecular_function	GO:0005524
127930	4602	protein amino acid phosphorylation	biological_process	GO:0006468
127930	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
127957	2176	DNA binding	molecular_function	GO:0003677
127957	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
127957	4499	transcription	biological_process	GO:0006350
127957	2357	DNA-directed RNA polymerase I activity	molecular_function	GO:0003900
127957	2358	DNA-directed RNA polymerase II activity	molecular_function	GO:0003901
127957	2359	DNA-directed RNA polymerase III activity	molecular_function	GO:0003902
127957	16888	RNA polymerase activity	molecular_function	GO:0034062
127964	162	nucleotide binding	molecular_function	GO:0000166
127964	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
127964	3736	ATP binding	molecular_function	GO:0005524
127964	3930	cytoplasm	cellular_component	GO:0005737
127964	4556	translation	biological_process	GO:0006412
127964	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
127964	3185	methionine-tRNA ligase activity	molecular_function	GO:0004825
127964	4574	methionyl-tRNA aminoacylation	biological_process	GO:0006431
127967	2657	ubiquitin thiolesterase activity	molecular_function	GO:0004221
127967	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
127968	162	nucleotide binding	molecular_function	GO:0000166
127968	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
127968	3736	ATP binding	molecular_function	GO:0005524
127971	2983	phosphatidylserine decarboxylase activity	molecular_function	GO:0004609
127971	6286	phospholipid biosynthetic process	biological_process	GO:0008654
127974	9985	hydrolase activity	molecular_function	GO:0016787
127974	5923	5'-nucleotidase activity	molecular_function	GO:0008253
127974	10329	IMP-GMP specific 5'-nucleotidase activity	molecular_function	GO:0017175
127978	3114	ribonucleoside-diphosphate reductase activity	molecular_function	GO:0004748
127978	4139	ribonucleoside-diphosphate reductase complex	cellular_component	GO:0005971
127978	4421	DNA replication	biological_process	GO:0006260
127978	3727	protein binding	molecular_function	GO:0005515
127988	3737	GTP binding	molecular_function	GO:0005525
127988	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
127988	3827	intracellular	cellular_component	GO:0005622
